x-axis,1,2,3
second,Volt,Volt,Volt
-7.60000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-7.58000E-03,+891.24990E-03,+875.00000E-03,+937.50000E-03
-7.56000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.54000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-7.52000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-7.50000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-7.48000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-7.46000E-03,+891.24990E-03,+1.06250000E+00,+937.50000E-03
-7.44000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-7.42000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-7.40000E-03,+891.24990E-03,+1.06250000E+00,+937.50000E-03
-7.38000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-7.36000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-7.34000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-7.32000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-7.30000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-7.28000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-7.26000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-7.24000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-7.22000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-7.20000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-7.18000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-7.16000E-03,+953.74990E-03,+1.00000000E+00,+1.00000000E+00
-7.14000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-7.12000E-03,+891.24990E-03,+937.50000E-03,+1.06250000E+00
-7.10000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-7.08000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-7.06000E-03,+953.74990E-03,+875.00000E-03,+937.50000E-03
-7.04000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-7.02000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-7.00000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-6.98000E-03,+953.74990E-03,+1.00000000E+00,+1.00000000E+00
-6.96000E-03,+828.74990E-03,+1.00000000E+00,+937.50000E-03
-6.94000E-03,+953.74990E-03,+875.00000E-03,+937.50000E-03
-6.92000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.90000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.88000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-6.86000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.84000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-6.82000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.80000E-03,+891.24990E-03,+875.00000E-03,+937.50000E-03
-6.78000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-6.76000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.74000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.72000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.70000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.68000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-6.66000E-03,+953.74990E-03,+1.00000000E+00,+1.00000000E+00
-6.64000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-6.62000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-6.60000E-03,+1.01624990E+00,+937.50000E-03,+937.50000E-03
-6.58000E-03,+891.24990E-03,+937.50000E-03,+1.06250000E+00
-6.56000E-03,+828.74990E-03,+1.00000000E+00,+937.50000E-03
-6.54000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-6.52000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-6.50000E-03,+828.74990E-03,+1.00000000E+00,+1.00000000E+00
-6.48000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.46000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-6.44000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-6.42000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-6.40000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.38000E-03,+953.74990E-03,+1.00000000E+00,+1.00000000E+00
-6.36000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-6.34000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.32000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-6.30000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.28000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-6.26000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-6.24000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-6.22000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-6.20000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.18000E-03,+891.24990E-03,+1.06250000E+00,+937.50000E-03
-6.16000E-03,+891.24990E-03,+1.00000000E+00,+875.00000E-03
-6.14000E-03,+891.24990E-03,+1.00000000E+00,+937.50000E-03
-6.12000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.10000E-03,+953.74990E-03,+937.50000E-03,+1.00000000E+00
-6.08000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-6.06000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-6.04000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-6.02000E-03,+953.74990E-03,+1.00000000E+00,+1.00000000E+00
-6.00000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-5.98000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-5.96000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-5.94000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-5.92000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-5.90000E-03,+953.74990E-03,+1.00000000E+00,+937.50000E-03
-5.88000E-03,+3.82874990E+00,+1.00000000E+00,+1.00000000E+00
-5.86000E-03,+3.76624990E+00,+1.18750000E+00,+1.00000000E+00
-5.84000E-03,+3.82874990E+00,+1.50000000E+00,+937.50000E-03
-5.82000E-03,+3.82874990E+00,+1.62500000E+00,+937.50000E-03
-5.80000E-03,+3.89124990E+00,+1.81250000E+00,+937.50000E-03
-5.78000E-03,+3.82874990E+00,+1.87500000E+00,+937.50000E-03
-5.76000E-03,+3.82874990E+00,+2.06250000E+00,+1.00000000E+00
-5.74000E-03,+3.82874990E+00,+2.12500000E+00,+1.00000000E+00
-5.72000E-03,+3.89124990E+00,+2.31250000E+00,+1.00000000E+00
-5.70000E-03,+3.89124990E+00,+2.43750000E+00,+1.06250000E+00
-5.68000E-03,+3.82874990E+00,+2.50000000E+00,+1.06250000E+00
-5.66000E-03,+3.82874990E+00,+2.62500000E+00,+1.00000000E+00
-5.64000E-03,+3.89124990E+00,+2.62500000E+00,+1.06250000E+00
-5.62000E-03,+3.82874990E+00,+2.68750000E+00,+1.06250000E+00
-5.60000E-03,+3.82874990E+00,+2.75000000E+00,+1.12500000E+00
-5.58000E-03,+3.89124990E+00,+2.87500000E+00,+1.12500000E+00
-5.56000E-03,+3.82874990E+00,+2.93750000E+00,+1.12500000E+00
-5.54000E-03,+3.89124990E+00,+2.93750000E+00,+1.12500000E+00
-5.52000E-03,+3.89124990E+00,+3.06250000E+00,+1.18750000E+00
-5.50000E-03,+3.89124990E+00,+3.12500000E+00,+1.25000000E+00
-5.48000E-03,+3.89124990E+00,+3.12500000E+00,+1.25000000E+00
-5.46000E-03,+3.89124990E+00,+3.25000000E+00,+1.25000000E+00
-5.44000E-03,+3.82874990E+00,+3.18750000E+00,+1.31250000E+00
-5.42000E-03,+3.89124990E+00,+3.25000000E+00,+1.31250000E+00
-5.40000E-03,+3.82874990E+00,+3.31250000E+00,+1.37500000E+00
-5.38000E-03,+3.82874990E+00,+3.31250000E+00,+1.50000000E+00
-5.36000E-03,+3.82874990E+00,+3.43750000E+00,+1.50000000E+00
-5.34000E-03,+3.89124990E+00,+3.37500000E+00,+1.50000000E+00
-5.32000E-03,+3.89124990E+00,+3.37500000E+00,+1.56250000E+00
-5.30000E-03,+3.89124990E+00,+3.43750000E+00,+1.56250000E+00
-5.28000E-03,+891.24990E-03,+3.25000000E+00,+1.62500000E+00
-5.26000E-03,+953.74990E-03,+3.12500000E+00,+1.68750000E+00
-5.24000E-03,+953.74990E-03,+2.93750000E+00,+1.81250000E+00
-5.22000E-03,+953.74990E-03,+2.81250000E+00,+1.75000000E+00
-5.20000E-03,+953.74990E-03,+2.62500000E+00,+1.81250000E+00
-5.18000E-03,+953.74990E-03,+2.50000000E+00,+1.87500000E+00
-5.16000E-03,+953.74990E-03,+2.37500000E+00,+1.93750000E+00
-5.14000E-03,+953.74990E-03,+2.25000000E+00,+1.93750000E+00
-5.12000E-03,+953.74990E-03,+2.25000000E+00,+2.00000000E+00
-5.10000E-03,+953.74990E-03,+2.12500000E+00,+2.06250000E+00
-5.08000E-03,+953.74990E-03,+2.06250000E+00,+2.06250000E+00
-5.06000E-03,+891.24990E-03,+1.93750000E+00,+2.18750000E+00
-5.04000E-03,+891.24990E-03,+1.93750000E+00,+2.18750000E+00
-5.02000E-03,+953.74990E-03,+1.87500000E+00,+2.25000000E+00
-5.00000E-03,+953.74990E-03,+1.81250000E+00,+2.25000000E+00
-4.98000E-03,+953.74990E-03,+1.75000000E+00,+2.31250000E+00
-4.96000E-03,+891.24990E-03,+1.68750000E+00,+2.31250000E+00
-4.94000E-03,+953.74990E-03,+1.68750000E+00,+2.31250000E+00
-4.92000E-03,+953.74990E-03,+1.62500000E+00,+2.37500000E+00
-4.90000E-03,+891.24990E-03,+1.62500000E+00,+2.37500000E+00
-4.88000E-03,+953.74990E-03,+1.56250000E+00,+2.37500000E+00
-4.86000E-03,+953.74990E-03,+1.56250000E+00,+2.37500000E+00
-4.84000E-03,+953.74990E-03,+1.50000000E+00,+2.37500000E+00
-4.82000E-03,+953.74990E-03,+1.50000000E+00,+2.43750000E+00
-4.80000E-03,+1.01624990E+00,+1.43750000E+00,+2.43750000E+00
-4.78000E-03,+953.74990E-03,+1.50000000E+00,+2.50000000E+00
-4.76000E-03,+953.74990E-03,+1.43750000E+00,+2.43750000E+00
-4.74000E-03,+891.24990E-03,+1.37500000E+00,+2.43750000E+00
-4.72000E-03,+891.24990E-03,+1.43750000E+00,+2.43750000E+00
-4.70000E-03,+953.74990E-03,+1.37500000E+00,+2.43750000E+00
-4.68000E-03,+828.74990E-03,+1.31250000E+00,+2.43750000E+00
-4.66000E-03,+891.24990E-03,+1.31250000E+00,+2.43750000E+00
-4.64000E-03,+953.74990E-03,+1.31250000E+00,+2.37500000E+00
-4.62000E-03,+891.24990E-03,+1.31250000E+00,+2.43750000E+00
-4.60000E-03,+953.74990E-03,+1.37500000E+00,+2.37500000E+00
-4.58000E-03,+891.24990E-03,+1.31250000E+00,+2.37500000E+00
-4.56000E-03,+953.74990E-03,+1.31250000E+00,+2.37500000E+00
-4.54000E-03,+891.24990E-03,+1.25000000E+00,+2.37500000E+00
-4.52000E-03,+891.24990E-03,+1.25000000E+00,+2.31250000E+00
-4.50000E-03,+953.74990E-03,+1.25000000E+00,+2.37500000E+00
-4.48000E-03,+953.74990E-03,+1.31250000E+00,+2.37500000E+00
-4.46000E-03,+953.74990E-03,+1.25000000E+00,+2.31250000E+00
-4.44000E-03,+953.74990E-03,+1.25000000E+00,+2.31250000E+00
-4.42000E-03,+891.24990E-03,+1.18750000E+00,+2.25000000E+00
-4.40000E-03,+953.74990E-03,+1.18750000E+00,+2.25000000E+00
-4.38000E-03,+953.74990E-03,+1.18750000E+00,+2.25000000E+00
-4.36000E-03,+891.24990E-03,+1.18750000E+00,+2.25000000E+00
-4.34000E-03,+953.74990E-03,+1.12500000E+00,+2.18750000E+00
-4.32000E-03,+891.24990E-03,+1.18750000E+00,+2.18750000E+00
-4.30000E-03,+891.24990E-03,+1.18750000E+00,+2.18750000E+00
-4.28000E-03,+891.24990E-03,+1.12500000E+00,+2.18750000E+00
-4.26000E-03,+953.74990E-03,+1.18750000E+00,+2.12500000E+00
-4.24000E-03,+891.24990E-03,+1.12500000E+00,+2.06250000E+00
-4.22000E-03,+891.24990E-03,+1.12500000E+00,+2.00000000E+00
-4.20000E-03,+953.74990E-03,+1.12500000E+00,+2.00000000E+00
-4.18000E-03,+891.24990E-03,+1.06250000E+00,+2.00000000E+00
-4.16000E-03,+891.24990E-03,+1.12500000E+00,+1.93750000E+00
-4.14000E-03,+953.74990E-03,+1.12500000E+00,+1.93750000E+00
-4.12000E-03,+891.24990E-03,+1.12500000E+00,+1.87500000E+00
-4.10000E-03,+953.74990E-03,+1.12500000E+00,+1.81250000E+00
-4.08000E-03,+891.24990E-03,+1.12500000E+00,+1.81250000E+00
-4.06000E-03,+891.24990E-03,+1.06250000E+00,+1.81250000E+00
-4.04000E-03,+891.24990E-03,+1.06250000E+00,+1.75000000E+00
-4.02000E-03,+953.74990E-03,+1.00000000E+00,+1.75000000E+00
-4.00000E-03,+891.24990E-03,+1.06250000E+00,+1.75000000E+00
-3.98000E-03,+953.74990E-03,+1.06250000E+00,+1.68750000E+00
-3.96000E-03,+953.74990E-03,+1.06250000E+00,+1.68750000E+00
-3.94000E-03,+891.24990E-03,+1.00000000E+00,+1.68750000E+00
-3.92000E-03,+891.24990E-03,+1.06250000E+00,+1.56250000E+00
-3.90000E-03,+891.24990E-03,+1.00000000E+00,+1.56250000E+00
-3.88000E-03,+891.24990E-03,+937.50000E-03,+1.50000000E+00
-3.86000E-03,+953.74990E-03,+1.00000000E+00,+1.50000000E+00
-3.84000E-03,+953.74990E-03,+937.50000E-03,+1.50000000E+00
-3.82000E-03,+828.74990E-03,+1.06250000E+00,+1.37500000E+00
-3.80000E-03,+953.74990E-03,+1.06250000E+00,+1.43750000E+00
-3.78000E-03,+953.74990E-03,+1.06250000E+00,+1.43750000E+00
-3.76000E-03,+891.24990E-03,+1.00000000E+00,+1.37500000E+00
-3.74000E-03,+953.74990E-03,+937.50000E-03,+1.37500000E+00
-3.72000E-03,+891.24990E-03,+937.50000E-03,+1.37500000E+00
-3.70000E-03,+953.74990E-03,+1.00000000E+00,+1.31250000E+00
-3.68000E-03,+891.24990E-03,+1.00000000E+00,+1.31250000E+00
-3.66000E-03,+891.24990E-03,+937.50000E-03,+1.31250000E+00
-3.64000E-03,+953.74990E-03,+937.50000E-03,+1.25000000E+00
-3.62000E-03,+891.24990E-03,+937.50000E-03,+1.18750000E+00
-3.60000E-03,+891.24990E-03,+937.50000E-03,+1.18750000E+00
-3.58000E-03,+953.74990E-03,+1.00000000E+00,+1.12500000E+00
-3.56000E-03,+891.24990E-03,+937.50000E-03,+1.18750000E+00
-3.54000E-03,+891.24990E-03,+875.00000E-03,+1.12500000E+00
-3.52000E-03,+891.24990E-03,+937.50000E-03,+1.12500000E+00
-3.50000E-03,+891.24990E-03,+1.00000000E+00,+1.06250000E+00
-3.48000E-03,+891.24990E-03,+1.00000000E+00,+1.12500000E+00
-3.46000E-03,+891.24990E-03,+937.50000E-03,+1.12500000E+00
-3.44000E-03,+953.74990E-03,+937.50000E-03,+1.06250000E+00
-3.42000E-03,+953.74990E-03,+937.50000E-03,+1.06250000E+00
-3.40000E-03,+953.74990E-03,+937.50000E-03,+1.06250000E+00
-3.38000E-03,+891.24990E-03,+937.50000E-03,+1.00000000E+00
-3.36000E-03,+891.24990E-03,+1.00000000E+00,+1.00000000E+00
-3.34000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-3.32000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-3.30000E-03,+828.74990E-03,+937.50000E-03,+937.50000E-03
-3.28000E-03,+953.74990E-03,+937.50000E-03,+937.50000E-03
-3.26000E-03,+953.74990E-03,+937.50000E-03,+875.00000E-03
-3.24000E-03,+953.74990E-03,+812.50000E-03,+937.50000E-03
-3.22000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-3.20000E-03,+891.24990E-03,+937.50000E-03,+937.50000E-03
-3.18000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-3.16000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-3.14000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-3.12000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-3.10000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-3.08000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-3.06000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-3.04000E-03,+953.74990E-03,+875.00000E-03,+875.00000E-03
-3.02000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-3.00000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-2.98000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-2.96000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-2.94000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-2.92000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-2.90000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-2.88000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-2.86000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-2.84000E-03,+953.74990E-03,+875.00000E-03,+750.00000E-03
-2.82000E-03,+891.24990E-03,+937.50000E-03,+875.00000E-03
-2.80000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-2.78000E-03,+891.24990E-03,+875.00000E-03,+750.00000E-03
-2.76000E-03,+891.24990E-03,+875.00000E-03,+750.00000E-03
-2.74000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-2.72000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-2.70000E-03,+891.24990E-03,+1.00000000E+00,+812.50000E-03
-2.68000E-03,+953.74990E-03,+875.00000E-03,+812.50000E-03
-2.66000E-03,+953.74990E-03,+937.50000E-03,+750.00000E-03
-2.64000E-03,+891.24990E-03,+875.00000E-03,+812.50000E-03
-2.62000E-03,+1.01624990E+00,+937.50000E-03,+750.00000E-03
-2.60000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
-2.58000E-03,+953.74990E-03,+875.00000E-03,+750.00000E-03
-2.56000E-03,+891.24990E-03,+937.50000E-03,+750.00000E-03
-2.54000E-03,+953.74990E-03,+937.50000E-03,+812.50000E-03
-2.52000E-03,+891.24990E-03,+937.50000E-03,+812.50000E-03
